product_id,warehouse_id,customer_location,customer_zipcode,Cost_to_customer,delivery_period,delivery_cost,customer_review
P0213,W170,"94/64, Bhatnagar Path, Manali SO Tiruvallur, TIRUVALLUR, Tamil Nadu, 600068, India",600068,13261.42,1,67.92,4
P0101,W088,"775, Panchal Ganj, Pennaluripeta, TIRUVALLUR, Tamil Nadu, 602026, India",602026,13098.75,4,157.88,4
P0135,W172,"H.No. 80, Joshi Road, Mandle, RAIGARH, Maharashtra, 402305, India",402305,3112.17,2,337.86,3
P0241,W046,"25, Yadav Nagar, Hiwara BK, AMRAVATI, Maharashtra, 444701, India",444701,13110.03,2,38.63,2
P0102,W018,"56/881, Goyal Zila, Vetrayuni Appapuram, GUNTUR, Andhra Pradesh, 522660, India",522660,3918.46,1,122.9,5
P0255,W022,"69, Nayar Path, Kodaparthi, NAGAR KURNOOL, Telangana, 509406, India",509406,3324.76,2,41.42,2
P0133,W132,"25/11, Acharya Chowk, Kurabalakota S.O, Chittoor, Andhra Pradesh, 517350, India",517350,3092.83,2,131.98,2
P0120,W045,"883, Pandey Marg, Venkatapalem, GUNTUR, Andhra Pradesh, 522237, India",522237,9566.0,3,7.05,5
P0059,W031,"65/93, Sarma Ganj, Tirukatchur, KANCHIPURAM, Tamil Nadu, 603204, India",603204,12331.9,0,213.87,4
P0411,W135,"79/85, Palan Zila, Kolathur, KANCHIPURAM, Tamil Nadu, 600048, India",600048,6875.04,0,59.09,2
P0201,W059,"H.No. 66, Gill, Purba Bahadurpur, MALDA, West Bengal, 732201, India",732201,8778.7,4,230.06,4
P0439,W050,"H.No. 113, Pandya Street, Piparpati, GORAKHPUR, Uttar Pradesh, 273306, India",273306,10865.17,1,290.7,1
P0349,W194,"H.No. 49, Krish Street, Kumbhariya, AMRELI, Gujarat, 365555, India",365555,9305.04,2,34.3,4
P0153,W065,"H.No. 56, Gulati Circle, Vegur, NELLORE, Andhra Pradesh, 524137, India",524137,5460.06,3,22.41,5
P0034,W071,"644, Setty Road, Ilandaikuli, TIRUCHIRAPPALLI, Tamil Nadu, 621708, India",621708,15140.35,0,125.75,1
P0384,W178,"348, Vala Path, Kottada, KRISHNA, Andhra Pradesh, 521340, India",521340,14565.97,0,216.16,2
P0185,W037,"12, Chaudhuri Marg, Jakanur, BAGALKOT, Karnataka, 587201, India",587201,14557.16,3,23.15,2
P0285,W198,"768, Lanka Nagar, NChampapur, MUZAFFARPUR, Bihar, 843104, India",843104,11640.58,2,250.74,5
P0139,W141,"H.No. 30, Borde Ganj, Mirajwadi, Sangli, Maharashtra, 416301, India",416301,12235.28,0,75.64,1
P0446,W178,"61/22, Dhillon Street, Bhuradev, SAHARANPUR, Uttar Pradesh, 247121, India",247121,10697.24,1,313.38,4
P0301,W092,"621, Devi Road, Kantifalia, SURAT, Gujarat, 394340, India",394340,11652.46,1,128.68,3
P0279,W088,"79/918, Murty Chowk, Umara, AKOLA, Maharashtra, 444101, India",444101,8404.2,0,120.28,3
P0120,W190,"83, Nori, ICO Spinning Mills S.O, Kolhapur, Maharashtra, 416143, India",416143,9591.09,3,21.29,5
P0445,W156,"299, Sarna Street, Penchara Deuli, BANKURA, West Bengal, 722150, India",722150,3543.24,0,152.25,1
P0104,W158,"328, Lad Chowk, Purseni, LUCKNOW, Uttar Pradesh, 226301, India",226301,9919.87,3,486.46,5
P0092,W095,"H.No. 49, Krish Street, Kumbhariya, AMRELI, Gujarat, 365555, India",365555,13430.86,0,108.29,4
P0286,W018,"H.No. 129, Kannan Marg, Sangampalayam, DINDIGUL, Tamil Nadu, 624617, India",624617,6155.76,4,365.98,4
P0125,W054,"43, Prashad, Sribati, BARDHAMAN, West Bengal, 713514, India",713514,1754.08,4,290.75,2
P0425,W025,"72, Morar Zila, Aryavatam, EAST GODAVARI, Andhra Pradesh, 533468, India",533468,15203.03,4,265.28,2
P0464,W119,"H.No. 52, Pandey Chowk, Pardi KH, NANDED, Maharashtra, 431810, India",431810,10098.55,2,212.87,1
P0115,W063,"78/390, Ratta, Mukerian, HOSHIARPUR, Punjab, 144211, India",144211,5007.54,4,457.75,3
P0338,W186,"621, Devi Road, Kantifalia, SURAT, Gujarat, 394340, India",394340,13992.65,1,290.58,2
P0475,W043,"90/344, Rege Nagar, Chak Shambhu, MUZAFFARPUR, Bihar, 843117, India",843117,11195.26,5,290.54,2
P0392,W047,"27/791, Saini, Kailasanadu, IDUKKI, Kerala, 685553, India",685553,4061.18,1,81.64,2
P0454,W171,"92, Dixit Circle, Sangampatti, TIRUCHIRAPPALLI, Tamil Nadu, 621001, India",621001,860.55,3,146.23,1
P0411,W021,"41/28, Taneja Ganj, Mota Jambuda, BHARUCH, Gujarat, 393130, India",393130,6885.97,2,72.37,3
P0016,W174,"005, Bassi Ganj, Nandgawan, ETAWAH, Uttar Pradesh, 206127, India",206127,10631.67,5,533.58,3
P0034,W051,"50/395, Nagar Path, Chukkapur, RANGAREDDY, Telangana, 509321, India",509321,15191.42,1,170.29,1
P0065,W161,"33/84, Modi, Malkheda, NEEMUCH, Madhya Pradesh, 458441, India",458441,13707.84,2,235.75,3
P0381,W177,"H.No. 09, Deshmukh Zila, Nikaspur Nisfi, SAMASTIPUR, Bihar, 848121, India",848121,3126.81,3,55.35,3
P0292,W171,"H.No. 77, Sawhney Ganj, Pande, SOLAPUR, Maharashtra, 413203, India",413203,3488.43,1,63.4,4
P0399,W073,"H.No. 319, Bath Street, Rakba Amola, AMBEDKAR NAGAR, Uttar Pradesh, 224139, India",224139,8543.97,1,14.17,1
P0313,W115,"65/93, Sarma Ganj, Tirukatchur, KANCHIPURAM, Tamil Nadu, 603204, India",603204,1561.61,3,151.78,3
P0243,W199,"01/91, Narayan Road, Lahori, SHAJAPUR, Madhya Pradesh, 465220, India",465220,4137.92,0,90.6,1
P0249,W086,"74/51, Chandran Street, Kabilpur, BIRBHUM, West Bengal, 731132, India",731132,5097.88,1,119.03,1
P0443,W180,"92, Dixit Circle, Sangampatti, TIRUCHIRAPPALLI, Tamil Nadu, 621001, India",621001,10393.7,2,379.59,2
P0215,W102,"H.No. 902, Rattan Circle, Dichpalli, NIZAMABAD, Telangana, 503175, India",503175,4814.25,0,48.85,1
P0244,W096,"00, Narayan Path, Arjunpura, AJMER, Rajasthan, 305203, India",305203,5239.69,0,80.98,4
P0169,W042,"316, Gopal Nagar, Ullodu, CHIKKABALLAPUR, Karnataka, 561209, India",561209,914.55,4,246.9,1
P0476,W040,"897, Sampath Street, Tallapudi S.O, West Godavari, Andhra Pradesh, 534341, India",534341,8866.32,0,49.71,2
P0119,W071,"50/395, Nagar Path, Chukkapur, RANGAREDDY, Telangana, 509321, India",509321,4571.91,0,111.48,3
P0137,W042,"H.No. 26, Vasa Ganj, Madanpura, GORAKHPUR, Uttar Pradesh, 273212, India",273212,2472.55,2,7.37,1
P0224,W060,"92, Nadig, Dwarli, THANE, Maharashtra, 421306, India",421306,2960.68,1,81.14,2
P0270,W155,"248, Hayre, Navilgone, UTTARA KANNADA, Karnataka, 581338, India",581338,10034.15,2,105.95,4
P0171,W116,"883, Pandey Marg, Venkatapalem, GUNTUR, Andhra Pradesh, 522237, India",522237,872.97,2,140.03,5
P0330,W159,"H.No. 42, Khanna Circle, Jharkaha, MADHEPURA, Bihar, 852132, India",852132,14888.24,2,46.31,4
P0461,W156,"06/21, Chanda Street, Jangle Agahi, GORAKHPUR, Uttar Pradesh, 273165, India",273165,5527.16,4,124.31,4
P0378,W018,"514, Hans Marg, Sindol, Bidar, Karnataka, 585403, India",585403,7602.32,3,205.78,1
P0405,W178,"02, Vora Marg, Thumkhonglok, Bishnupur, Manipur, 795133, India",795133,6682.76,1,41.49,2
P0473,W040,"23/888, Shah Marg, Bakuchi, DEORIA, Uttar Pradesh, 274808, India",274808,8647.54,2,95.1,3
P0187,W177,"21/630, Bhatnagar Zila, Beraja, DEVBHOOMI DWERKA, Gujarat, 361305, India",361305,2570.4,2,183.23,5
P0208,W048,"88/52, Dyal, Akuteegapadu, West Godavari, Andhra Pradesh, 534196, India",534196,8111.59,3,285.05,5
P0300,W088,"H.No. 600, Mander Marg, Kusauri, BALLIA, Uttar Pradesh, 277209, India",277209,12499.83,2,42.53,5
P0040,W106,"73, Shetty Nagar, Bhaduripara, BARDHAMAN, West Bengal, 713409, India",713409,11252.36,2,191.04,3
P0232,W075,"81/29, Wason Street, Bijawadi, SATARA, Maharashtra, 415508, India",415508,13466.39,1,69.46,2
P0336,W148,"34, Shukla Circle, Manchanabele, RAMANAGAR, Karnataka, 562128, India",562128,10004.88,3,48.66,1
P0374,W043,"H.No. 16, Yogi Zila, Padmanabhapuram Fort S.O, KANYAKUMARI, Tamil Nadu, 629175, India",629175,2387.36,2,207.58,4
P0086,W078,"316, Gopal Nagar, Ullodu, CHIKKABALLAPUR, Karnataka, 561209, India",561209,1856.37,1,103.6,5
P0179,W130,"H.No. 21, Ravi Zila, Jalalpura (Sheopur So), MORENA, Madhya Pradesh, 476337, India",476337,11432.18,1,29.25,5
P0437,W164,"H.No. 524, Patil, Ibrahimpatnam S.O, JAGTIAL, Telangana, 505450, India",505450,14986.04,2,111.71,5
P0488,W127,"18, Bhattacharyya Marg, Vadaponparappi, VILLUPURAM, Tamil Nadu, 605702, India",605702,7845.25,4,248.28,2
P0276,W021,"38, Sundaram Circle, Mandawar, TONK, Rajasthan, 304001, India",304001,13780.83,2,31.46,1
P0214,W148,"H.No. 19, Nayar Zila, Hasur Dumala, Kolhapur, Maharashtra, 416001, India",416001,5461.66,3,196.49,4
P0278,W196,"07/952, Contractor Street, Savdav, RATNAGIRI, Maharashtra, 416704, India",416704,11368.07,0,110.57,5
P0256,W112,"12/10, Ratta Road, Agucha, BHILWARA, Rajasthan, 311022, India",311022,8586.8,1,264.04,3
P0201,W145,"H.No. 445, Dalal Street, Dhariya Khedi, MANDSAUR, Madhya Pradesh, 458002, India",458002,8663.21,3,102.95,4
P0316,W015,"69, Nayar Path, Kodaparthi, NAGAR KURNOOL, Telangana, 509406, India",509406,5896.04,1,223.15,5
P0250,W017,"87/76, Sachar Street, Rampur Urf Yarpur, SAMBHAL, Uttar Pradesh, 244304, India",244304,1795.55,2,37.43,4
P0189,W082,"60, Vora Nagar, Pregnapur S.O, SIDDIPET, Telangana, 502311, India",502311,8442.21,1,248.51,5
P0304,W182,"73, Shetty Nagar, Bhaduripara, BARDHAMAN, West Bengal, 713409, India",713409,11686.46,2,151.19,4
P0428,W125,"31, Dara, Kanakwadi, PUNE, Maharashtra, 412206, India",412206,1278.84,1,39.21,3
P0474,W144,"132, Gandhi Street, Sonamukhi S.O (North Tripura), North Tripura, Tripura, 799280, India",799280,13338.09,2,326.96,4
P0480,W014,"09/71, Reddy Circle, Rai Pur, MANSA, Punjab, 151505, India",151505,5514.7,3,150.71,5
P0187,W081,"H.No. 07, Chad Path, Wahlong, East Khasi Hills, Megalaya, 793108, India",793108,2663.55,2,293.07,5
P0303,W100,"25/793, Hegde Road, IAF, AGRA, Uttar Pradesh, 282008, India",282008,3599.62,3,76.87,4
P0142,W105,"12/318, Tiwari Road, Moutrepalayam, PONDICHERRY, Pondicherry, 605009, India",605009,14515.89,0,21.49,3
P0038,W194,"H.No. 21, Ravi Zila, Jalalpura (Sheopur So), MORENA, Madhya Pradesh, 476337, India",476337,4522.1,3,16.7,4
P0427,W183,"35/29, Sabharwal Ganj, Darima, DARBHANGA, Bihar, 847121, India",847121,4352.56,3,272.56,3
P0467,W178,"41/646, Kaur Zila, Choriwad, SABARKANTHA, Gujarat, 383440, India",383440,3451.43,2,256.0,3
P0269,W092,"58/22, Hora, Karelibaug, VADODARA, Gujarat, 390018, India",390018,10135.89,1,193.56,5
P0090,W095,"77/50, Rama Chowk, Karikadu, NELLORE, Andhra Pradesh, 524403, India",524403,174.67,1,46.57,2
P0273,W116,"H.No. 26, Oza Nagar, Khajuri Akbarpur, SAHARANPUR, Uttar Pradesh, 247669, India",247669,4224.85,3,77.48,1
P0072,W114,"94/64, Bhatnagar Path, Manali SO Tiruvallur, TIRUVALLUR, Tamil Nadu, 600068, India",600068,5620.37,4,238.94,5
P0360,W176,"95/05, Reddy, Budhera Zahidpur, MEERUT, Uttar Pradesh, 250002, India",250002,6795.75,1,300.77,5
P0040,W057,"13/09, Comar Street, Khuntamodi, NANDURBAR, Maharashtra, 425414, India",425414,11136.47,3,59.0,4
P0048,W061,"40/29, Shetty Nagar, Bijuli, DARBHANGA, Bihar, 847115, India",847115,5916.92,1,261.39,4
P0342,W115,"16/09, Bajwa Nagar, Kothara, KACHCHH, Gujarat, 370645, India",370645,675.69,3,355.08,1
P0080,W059,"621, Devi Road, Kantifalia, SURAT, Gujarat, 394340, India",394340,9326.6,3,77.52,5
P0436,W066,"09/71, Reddy Circle, Rai Pur, MANSA, Punjab, 151505, India",151505,12165.35,3,210.58,1
P0470,W025,"12, Chaudhuri Marg, Jakanur, BAGALKOT, Karnataka, 587201, India",587201,10744.15,4,221.27,2
P0374,W014,"46/64, Gill Marg, Golgod, Uttara Kannada, Karnataka, 581355, India",581355,2285.62,4,117.93,4
P0002,W010,"006, Bumb Circle, Nauhara, AZAMGARH, Uttar Pradesh, 223222, India",223222,2617.43,1,101.71,4
P0018,W020,"16/003, Nath, Volalu, DAKSHINA KANNADA, Karnataka, 574241, India",574241,11841.45,2,106.69,3
P0259,W196,"61/22, Dhillon Street, Bhuradev, SAHARANPUR, Uttar Pradesh, 247121, India",247121,15044.72,2,25.61,5
P0073,W086,"66/29, Bhavsar Street, Sawasijageer, RAJGARH, Madhya Pradesh, 465669, India",465669,9515.57,1,118.83,4
P0004,W196,"577, Madan Path, Basti Dei, AMETHI, Uttar Pradesh, 227409, India",227409,7879.33,1,46.82,2
P0038,W144,"536, Lal Road, Korion, KAUSHAMBI, Uttar Pradesh, 212205, India",212205,4627.59,3,128.75,1
P0023,W066,"H.No. 902, Rattan Circle, Dichpalli, NIZAMABAD, Telangana, 503175, India",503175,4511.07,3,0.05,2
P0118,W058,"H.No. 31, Bandi Nagar, Pachkhora, BALLIA, Uttar Pradesh, 277123, India",277123,14562.91,4,317.42,2
P0298,W162,"H.No. 613, Khosla Chowk, Pachaun, HATHRAS, Uttar Pradesh, 204211, India",204211,4940.72,4,406.82,4
P0281,W045,"H.No. 262, Prabhu Ganj, Makdavan, UJJAIN, Madhya Pradesh, 456337, India",456337,14933.91,2,29.06,1
P0331,W193,"81/29, Wason Street, Bijawadi, SATARA, Maharashtra, 415508, India",415508,13164.65,2,175.32,5
P0488,W058,"12/10, Ratta Road, Agucha, BHILWARA, Rajasthan, 311022, India",311022,7841.72,3,244.11,5
P0461,W088,"51/19, De Chowk, Airoor, ERNAKULAM, Kerala, 683579, India",683579,5629.44,1,244.95,2
P0160,W063,"69/37, Johal, Sibasthan, NAGAON, Assam, 782140, India",782140,6796.98,3,9.07,4
P0455,W074,"H.No. 321, Dora Street, Surhali, DINDORI, Madhya Pradesh, 481672, India",481672,10108.0,0,43.03,5
P0255,W179,"006, Bumb Circle, Nauhara, AZAMGARH, Uttar Pradesh, 223222, India",223222,3408.27,1,130.64,3
P0365,W054,"754, Lanka Nagar, Budhma, MADHEPURA, Bihar, 852114, India",852114,3169.84,3,352.67,4
P0431,W173,"38, Sundaram Circle, Mandawar, TONK, Rajasthan, 304001, India",304001,13619.68,0,41.81,1
P0127,W104,"56, Chauhan Street, Raibag R.S., BELAGAVI, Karnataka, 591317, India",591317,6085.14,2,195.97,5
P0459,W080,"81/29, Wason Street, Bijawadi, SATARA, Maharashtra, 415508, India",415508,7165.93,2,109.56,1
P0445,W050,"H.No. 36, Sankar Ganj, Thogurai, PEDDAPALLI, Telangana, 505185, India",505185,3455.42,1,55.61,1
P0375,W174,"76/41, Handa, Ambari, BASTI, Uttar Pradesh, 272150, India",272150,1474.95,5,507.03,4
P0324,W072,"01/361, Balasubramanian Street, SeKunnatur, VILLUPURAM, Tamil Nadu, 605651, India",605651,274.64,2,68.22,2
P0481,W030,"29/641, Mitter Path, Sujanpur SO Gurdaspur, PATHANKOT, Punjab, 145023, India",145023,8101.55,3,222.11,4
P0004,W196,"41/646, Kaur Zila, Choriwad, SABARKANTHA, Gujarat, 383440, India",383440,7914.62,1,66.92,3
P0088,W134,"H.No. 42, Khanna Circle, Jharkaha, MADHEPURA, Bihar, 852132, India",852132,3630.64,3,1.9,1
P0435,W109,"94, Bhatnagar Chowk, Badwasa, BANSWARA, Rajasthan, 327801, India",327801,11229.84,0,2.4,3
P0367,W086,"11/15, Lal Marg, Haladva, SURAT, Gujarat, 394248, India",394248,12446.95,0,163.15,4
P0116,W168,"08, Dara Marg, Rowtara, NORTH 24 PARGANAS, West Bengal, 743234, India",743234,5453.57,2,40.31,4
P0105,W071,"586, Shroff Marg, Nasrapur S.O, PUNE, Maharashtra, 412213, India",412213,4283.11,3,15.59,5
P0005,W027,"17, Iyer Path, Jaigram, KALABURAGI, Karnataka, 585315, India",585315,11359.85,4,176.19,1
P0072,W195,"26/477, Narayan, Dharamaganj, ARARIA, Bihar, 854333, India",854333,5414.1,0,29.22,4
P0436,W081,"514, Hans Marg, Sindol, Bidar, Karnataka, 585403, India",585403,12251.15,1,272.0,3
P0171,W145,"H.No. 45, Sidhu Circle, Kota Sirlam, VIZIANAGARAM, Andhra Pradesh, 535579, India",535579,900.41,1,164.97,4
P0449,W003,"849, Nath Zila, Sultanpur, PEDDAPALLI, Telangana, 505525, India",505525,10516.39,2,152.01,3
P0487,W179,"38/822, Pathak, Bagriawas, SIKAR, Rajasthan, 332715, India",332715,9829.37,2,60.05,3
P0273,W123,"08/894, Badal Nagar, Dangarakheda, DEWAS, Madhya Pradesh, 455459, India",455459,4268.32,2,109.94,1
P0463,W080,"H.No. 919, Pant Street, Amrail, SOUTH DINAJPUR, West Bengal, 733103, India",733103,12418.62,3,80.95,3
P0371,W138,"H.No. 113, Pandya Street, Piparpati, GORAKHPUR, Uttar Pradesh, 273306, India",273306,11302.55,3,67.97,3
P0446,W192,"536, Lal Road, Korion, KAUSHAMBI, Uttar Pradesh, 212205, India",212205,10673.41,5,290.22,2
P0111,W067,"72, Morar Zila, Aryavatam, EAST GODAVARI, Andhra Pradesh, 533468, India",533468,8661.03,3,22.28,2
P0203,W011,"H.No. 66, Gill, Purba Bahadurpur, MALDA, West Bengal, 732201, India",732201,5703.49,4,169.48,5
P0196,W039,"94, Bhatnagar Chowk, Badwasa, BANSWARA, Rajasthan, 327801, India",327801,8776.65,1,282.13,4
P0033,W171,"H.No. 502, Ravi Path, Keshabchak, HOOGHLY, West Bengal, 712410, India",712410,4345.97,4,216.27,5
P0239,W088,"H.No. 49, Krish Street, Kumbhariya, AMRELI, Gujarat, 365555, India",365555,12874.18,0,62.98,5
P0322,W159,"50, Aurora Street, Garhi Hasanpur, MUZAFFARNAGAR, Uttar Pradesh, 247778, India",247778,13343.81,2,404.89,5
P0490,W099,"74/087, Oommen Zila, Kashipuri Bhilwara S.O, BHILWARA, Rajasthan, 311001, India",311001,12844.7,0,143.66,3
P0136,W086,"754, Lanka Nagar, Budhma, MADHEPURA, Bihar, 852114, India",852114,1601.02,2,112.35,1
P0088,W117,"25/793, Hegde Road, IAF, AGRA, Uttar Pradesh, 282008, India",282008,3896.16,5,277.59,2
P0430,W108,"32, Ghose, Kottisa, SRIKAKULAM, Andhra Pradesh, 532461, India",532461,6284.93,1,1.68,2
P0215,W191,"H.No. 776, Chadha Zila, Rekhpur, KANSHIRAM NAGAR, Uttar Pradesh, 207123, India",207123,5023.92,1,229.51,4
P0041,W078,"768, Lanka Nagar, NChampapur, MUZAFFARPUR, Bihar, 843104, India",843104,7196.25,4,303.73,3
P0381,W035,"861, Sha, Shyamo, AGRA, Uttar Pradesh, 283125, India",283125,3257.77,1,185.24,4
P0055,W066,"H.No. 776, Chadha Zila, Rekhpur, KANSHIRAM NAGAR, Uttar Pradesh, 207123, India",207123,14333.28,2,201.02,2
P0035,W125,"H.No. 025, Seth Road, Mutkallipur, AZAMGARH, Uttar Pradesh, 276288, India",276288,7137.73,1,210.47,1
P0330,W191,"H.No. 502, Ravi Path, Keshabchak, HOOGHLY, West Bengal, 712410, India",712410,15045.51,1,170.43,5
P0432,W067,"644, Setty Road, Ilandaikuli, TIRUCHIRAPPALLI, Tamil Nadu, 621708, India",621708,11067.55,1,57.6,5
P0192,W026,"41/646, Kaur Zila, Choriwad, SABARKANTHA, Gujarat, 383440, India",383440,5085.6,3,306.86,2
P0355,W191,"H.No. 694, Shanker Circle, Sarsu, NAWADA, Bihar, 805109, India",805109,11474.14,2,261.34,4
P0389,W109,"31, Dara, Kanakwadi, PUNE, Maharashtra, 412206, India",412206,2480.77,1,79.28,3
P0446,W033,"35/29, Sabharwal Ganj, Darima, DARBHANGA, Bihar, 847121, India",847121,10606.77,1,195.32,4
P0291,W122,"74/51, Chandran Street, Kabilpur, BIRBHUM, West Bengal, 731132, India",731132,11175.33,3,146.62,3
P0410,W137,"H.No. 755, Bail Zila, Kuppandampalayam, ERODE, Tamil Nadu, 638502, India",638502,1957.41,3,261.54,1
P0415,W162,"H.No. 632, Lal Circle, Anghora, KATNI, Madhya Pradesh, 483336, India",483336,437.29,2,115.92,4
P0374,W055,"51/101, Sinha Path, Bandepalli, NELLORE, Andhra Pradesh, 524405, India",524405,2332.49,1,174.73,3
P0223,W052,"78/390, Ratta, Mukerian, HOSHIARPUR, Punjab, 144211, India",144211,9335.78,4,363.33,1
P0023,W136,"51/32, Munshi, Shevge, DHULE, Maharashtra, 424306, India",424306,4547.57,2,7.35,4
P0217,W099,"48/642, Modi Circle, Akulatampara, SRIKAKULAM, Andhra Pradesh, 532459, India",532459,8991.29,2,59.55,3
P0135,W036,"88/624, Vyas Zila, Kulamavu, IDUKKI, Kerala, 685601, India",685601,2847.68,3,69.82,2
P0113,W080,"22/63, Jhaveri Street, Pinnaiyur, THANJAVUR, Tamil Nadu, 614902, India",614902,6731.24,0,11.28,1
P0291,W146,"94/43, Parsa Marg, Sema, RAJSAMAND, Rajasthan, 313322, India",313322,11154.85,2,127.46,5
P0216,W031,"H.No. 711, Bora Circle, Gunnaur, AMETHI, Uttar Pradesh, 227807, India",227807,10316.43,1,76.11,3
P0332,W017,"03/265, Nair Zila, Simasi, GIR SOMNATH, Gujarat, 362560, India",362560,10737.72,1,21.33,5
P0334,W059,"25/793, Hegde Road, IAF, AGRA, Uttar Pradesh, 282008, India",282008,3395.29,3,10.07,4
P0386,W197,"754, Lanka Nagar, Budhma, MADHEPURA, Bihar, 852114, India",852114,8802.04,5,228.08,1
P0181,W143,"40/29, Shetty Nagar, Bijuli, DARBHANGA, Bihar, 847115, India",847115,2339.69,3,73.19,4
P0300,W088,"H.No. 84, Ben Street, Krovvidi, West Godavari, Andhra Pradesh, 534198, India",534198,12619.72,2,146.51,3
P0439,W066,"83, Nori, ICO Spinning Mills S.O, Kolhapur, Maharashtra, 416143, India",416143,10629.9,2,61.58,4
P0147,W126,"H.No. 228, Shan, Basuki Bihari, MADHUBANI, Bihar, 847305, India",847305,10619.78,4,416.84,1
P0290,W136,"38, Sundaram Circle, Mandawar, TONK, Rajasthan, 304001, India",304001,13165.07,3,86.49,2
P0289,W097,"29/644, Anand Chowk, Uttar Borbil, KARBI ANGLONG, Assam, 782481, India",782481,14278.56,3,336.52,5
P0190,W009,"48/642, Modi Circle, Akulatampara, SRIKAKULAM, Andhra Pradesh, 532459, India",532459,4957.39,2,119.88,4
P0277,W032,"25, Yadav Nagar, Hiwara BK, AMRAVATI, Maharashtra, 444701, India",444701,8071.06,3,142.09,3
P0390,W047,"H.No. 45, Sidhu Circle, Kota Sirlam, VIZIANAGARAM, Andhra Pradesh, 535579, India",535579,7907.79,1,48.43,3
P0243,W167,"H.No. 927, Basu Chowk, Pariyat, JAUNPUR, Uttar Pradesh, 222162, India",222162,4104.95,2,50.97,2
P0410,W184,"870, Radhakrishnan Path, Datia Civil Line, DATIA, Madhya Pradesh, 475661, India",475661,1734.45,3,30.02,3
P0071,W063,"51/101, Sinha Path, Bandepalli, NELLORE, Andhra Pradesh, 524405, India",524405,755.24,3,188.3,2
P0241,W084,"636, Varty Ganj, Sadholi Quadeem, SAHARANPUR, Uttar Pradesh, 247121, India",247121,13299.58,1,244.4,1
P0396,W127,"H.No. 09, Deshmukh Zila, Nikaspur Nisfi, SAMASTIPUR, Bihar, 848121, India",848121,2450.1,3,534.04,4
P0196,W008,"64/250, Vasa Marg, Mamidikuduru, East Godavari, Andhra Pradesh, 533247, India",533247,8622.39,3,102.4,1
P0157,W164,"50, Aurora Street, Garhi Hasanpur, MUZAFFARNAGAR, Uttar Pradesh, 247778, India",247778,5151.64,4,204.67,1
P0464,W151,"61/22, Dhillon Street, Bhuradev, SAHARANPUR, Uttar Pradesh, 247121, India",247121,10139.29,2,235.77,1
P0078,W077,"H.No. 50, Bath Street, Chakore, SOLAPUR, Maharashtra, 413101, India",413101,8417.7,3,24.08,3
P0293,W045,"64, Dass Path, Padalane, Ahmed Nagar, Maharashtra, 422604, India",422604,3881.2,1,46.11,2
P0027,W165,"51/826, Kala Road, Birdpur, SIDDHARTHNAGAR, Uttar Pradesh, 272202, India",272202,10284.82,1,98.26,3
P0194,W055,"H.No. 60, Peri Ganj, Bharsoi, KHAGARIA, Bihar, 851216, India",851216,4493.68,5,353.54,1
P0184,W070,"H.No. 445, Dalal Street, Dhariya Khedi, MANDSAUR, Madhya Pradesh, 458002, India",458002,7804.19,0,106.47,1
P0212,W182,"60, Vora Nagar, Pregnapur S.O, SIDDIPET, Telangana, 502311, India",502311,10484.56,2,101.01,1
P0371,W049,"H.No. 719, Dara Zila, Dona, NAWADA, Bihar, 805103, India",805103,11327.68,0,116.07,1
P0415,W134,"39, Chhabra Path, Pulluvazhi, ERNAKULAM, Kerala, 683541, India",683541,429.32,1,130.09,2
P0217,W161,"56, Chauhan Street, Raibag R.S., BELAGAVI, Karnataka, 591317, India",591317,9054.25,2,98.5,4
P0449,W062,"09/61, Sodhi Ganj, Hirapura (Sabalgarh), MORENA, Madhya Pradesh, 476229, India",476229,10469.99,3,77.55,5
P0235,W055,"H.No. 084, Sibal Road, Warwatti (B), Bidar, Karnataka, 585328, India",585328,13993.58,1,210.62,4
P0068,W090,"H.No. 622, Gupta Circle, Khatlabana, SRI GANGANAGAR, Rajasthan, 335001, India",335001,7578.79,1,102.83,4
P0194,W055,"59, Mallick Nagar, Goimundi, NUAPADA, Odisha, 766107, India",766107,4323.69,4,192.69,1
P0004,W145,"58/22, Hora, Karelibaug, VADODARA, Gujarat, 390018, India",390018,7855.33,1,24.83,1
P0480,W184,"13/09, Comar Street, Khuntamodi, NANDURBAR, Maharashtra, 425414, India",425414,5404.25,1,11.64,1
P0175,W084,"18, Bhattacharyya Marg, Vadaponparappi, VILLUPURAM, Tamil Nadu, 605702, India",605702,4660.27,2,31.38,4
P0047,W152,"09/61, Sodhi Ganj, Hirapura (Sabalgarh), MORENA, Madhya Pradesh, 476229, India",476229,2336.89,2,276.75,2
P0053,W139,"09/61, Sodhi Ganj, Hirapura (Sabalgarh), MORENA, Madhya Pradesh, 476229, India",476229,4532.12,3,160.0,5
P0368,W038,"51/19, De Chowk, Airoor, ERNAKULAM, Kerala, 683579, India",683579,4655.16,2,71.94,3
P0247,W136,"H.No. 42, Khanna Circle, Jharkaha, MADHEPURA, Bihar, 852132, India",852132,8332.03,3,307.25,4
P0071,W061,"74/51, Chandran Street, Kabilpur, BIRBHUM, West Bengal, 731132, India",731132,699.08,3,128.74,1
P0397,W122,"94/048, Kata Ganj, Som, UDAIPUR, Rajasthan, 313701, India",313701,6026.8,1,223.68,5
